num_nodes,damping,iteration,diff,convergence_iteration
65,0.95,9,2.8669247260949826e-06,10
65,0.95,10,7.312631652434121e-07,10
75,0.15,0,0.0,5
75,0.15,1,0.031540271977315994,5
75,0.15,2,0.0011365964321936213,5
75,0.15,3,3.419898944510141e-05,5
75,0.15,4,1.4246371735863322e-06,5
75,0.15,5,5.557519985703585e-08,5
75,0.25,0,0.0,5
75,0.25,1,0.052567119962193334,5
75,0.25,2,0.0031572123116489544,5
75,0.25,3,0.0001583286548384171,5
75,0.25,4,1.0992570783865951e-05,5
75,0.25,5,7.147016442936305e-07,5
75,0.35,0,0.0,6
75,0.35,1,0.07359396794707065,6
75,0.35,2,0.006188136130831965,6
75,0.35,3,0.0004344538288766006,6
75,0.35,4,4.222905992327941e-05,6
75,0.35,5,3.843836971389666e-06,6
75,0.35,6,2.9384076907952583e-07,6
75,0.45,0,0.0,7
75,0.45,1,0.09462081593194799,7
75,0.45,2,0.010229367889742633,7
75,0.45,3,0.0009233727150176271,7
75,0.45,4,0.00011539561106064383,7
75,0.45,5,1.3504773565983091e-05,7
75,0.45,6,1.3273298723592147e-06,7
75,0.45,7,1.5947454778432457e-07,7
75,0.55,0,0.0,7
75,0.55,1,0.11564766391682535,7
75,0.55,2,0.015280907588380965,7
75,0.55,3,0.001685883516719432,7
75,0.55,4,0.00025750756615436354,7
75,0.55,5,3.68330926447287e-05,7
75,0.55,6,4.424660189981944e-06,7
75,0.55,7,6.497444961506282e-07,7
75,0.65,0,0.0,8
75,0.65,1,0.13667451190170268,8
75,0.65,2,0.021342755226746998,8
75,0.65,3,0.002782784437439994,8
75,0.65,4,0.0005023341026525446,8
75,0.65,5,8.491638963640386e-05,8
75,0.65,6,1.2055463868846511e-05,8
75,0.65,7,2.0921714886431436e-06,8
75,0.65,8,2.894413900656617e-07,8
75,0.75,0,0.0,8
75,0.75,1,0.15770135988658,8
75,0.75,2,0.02841491080484064,8
75,0.75,3,0.0042748736806371805,8
75,0.75,4,0.0008903982334927067,8
75,0.75,5,0.00017367249956276587,8
75,0.75,6,2.8449285673205413e-05,8
75,0.75,7,5.69682169449838e-06,8
75,0.75,8,9.09376839599782e-07,8
75,0.85,0,0.0,9
75,0.85,1,0.17872820787145735,9
75,0.85,2,0.036497374322661987,9
75,0.85,3,0.006222949449769026,9
75,0.85,4,0.0014689768071020955,9
75,0.85,5,0.00032472772241868945,9
75,0.85,6,6.02861209054225e-05,9
75,0.85,7,1.3681580272879856e-05,9
75,0.85,8,2.4751708846207365e-06,9
75,0.85,9,4.837963219223723e-07,9
75,0.95,0,0.0,10
75,0.95,1,0.19975505585633463,10
75,0.95,2,0.045590145780211005,10
75,0.95,3,0.008687809948293422,10
75,0.95,4,0.0022921005073975364,10
75,0.95,5,0.0005662950485529183,10
75,0.95,6,0.00011750204297981959,10
75,0.95,7,2.9803620169131448e-05,10
75,0.95,8,6.026187279538353e-06,10
75,0.95,9,1.3164509385932277e-06,10
75,0.95,10,3.4572554733630634e-07,10
85,0.15,0,0.0,4
85,0.15,1,0.024206663279762737,4
85,0.15,2,0.0007491245342008679,4
85,0.15,3,2.494187890818636e-05,4
85,0.15,4,9.13098898868217e-07,4
85,0.25,0,0.0,5
85,0.25,1,0.04034443879960456,5
85,0.25,2,0.0020809014838913207,5
85,0.25,3,0.00011547166161198982,5
85,0.25,4,7.04551619490866e-06,5
85,0.25,5,3.224165671805723e-07,5
85,0.35,0,0.0,6
85,0.35,1,0.05648221431944639,6
85,0.35,2,0.0040785669084270025,6
85,0.35,3,0.0003168542394632861,6
85,0.35,4,2.7066055014405427e-05,6
85,0.35,5,1.7340336782196986e-06,6
85,0.35,6,1.2702575884725176e-07,6
85,0.45,0,0.0,6
85,0.45,1,0.07261998983928823,6
85,0.45,2,0.006742120807807896,6
85,0.45,3,0.0006734307305211011,6
85,0.45,4,7.396101080778608e-05,6
85,0.45,5,6.092280279940826e-06,6
85,0.45,6,5.737974509527344e-07,6
85,0.55,0,0.0,7
85,0.55,1,0.08875776535913006,7
85,0.55,2,0.010071563182034036,7
85,0.55,3,0.0012295422528444382,7
85,0.55,4,0.0001650454441756901,7
85,0.55,5,1.661616337899144e-05,7
85,0.55,6,1.912756422733225e-06,7
85,0.55,7,2.3901603972593943e-07,7
85,0.65,0,0.0,7
85,0.65,1,0.10489554087897186,7
85,0.65,2,0.014066894031105386,7
85,0.65,3,0.002029529924492285,7
85,0.65,4,0.00032196318086889254,7
85,0.65,5,3.8307524631828876e-05,7
85,0.65,6,5.211511156571688e-06,7
85,0.65,7,7.696295183934332e-07,7
85,0.75,0,0.0,8
85,0.75,1,0.12103331639881372,8
85,0.75,2,0.01872811335502198,8
85,0.75,3,0.0031177348635236532,8
85,0.75,4,0.000570686811788357,8
85,0.75,5,7.834722582242097e-05,8
85,0.75,6,1.2298470742825793e-05,8
85,0.75,7,2.095641853841479e-06,8
85,0.75,8,4.1841544996812363e-07,8
85,0.85,0,0.0,9
85,0.85,1,0.13717109191865554,9
85,0.85,2,0.02405522115378377,9
85,0.85,3,0.004538498187997554,9
85,0.85,4,0.0009415176929852102,9
85,0.85,5,0.00014649133434012276,9
85,0.85,6,2.606136064960997e-05,9
85,0.85,7,5.032927794515994e-06,9
85,0.85,8,1.1388565162515074e-06,9
85,0.85,9,2.2645739549374821e-07,9
85,0.95,0,0.0,9
85,0.95,1,0.15330886743849736,9
85,0.95,2,0.03004821742739079,9
85,0.95,3,0.006336161015972958,9
85,0.95,4,0.0014690859456606567,9
85,0.95,5,0.00025546730865734935,9
85,0.95,6,5.0795491120933164e-05,9
85,0.95,7,1.0963606932401157e-05,9
85,0.95,8,2.772722761941286e-06,9
85,0.95,9,6.162098332238714e-07,9
95,0.15,0,0.0,4
95,0.15,1,0.027339983708452587,4
95,0.15,2,0.0008997220970182757,4
95,0.15,3,2.9950006152454356e-05,4
95,0.15,4,8.967512188391008e-07,4
95,0.25,0,0.0,5
95,0.25,1,0.04556663951408764,5
95,0.25,2,0.0024992280472729902,5
95,0.25,3,0.00013865743589100074,5
95,0.25,4,6.919376688514778e-06,5
95,0.25,5,3.560626601600142e-07,5
95,0.35,0,0.0,6
95,0.35,1,0.06379329531972269,6
95,0.35,2,0.004898486972655087,6
95,0.35,3,0.0003804760040849002,6
95,0.35,4,2.658147748663478e-05,6
95,0.35,5,1.914990441468853e-06,6
95,0.35,6,1.5602543592535545e-07,6
95,0.45,0,0.0,6
95,0.45,1,0.08201995112535776,6
95,0.45,2,0.008097498873164516,6
95,0.45,3,0.0008086501661163006,6
95,0.45,4,7.26368487253895e-05,6
95,0.45,5,6.728046086659778e-06,6
95,0.45,6,7.04794037192577e-07,6
95,0.55,0,0.0,7
95,0.55,1,0.10024660693099281,7
95,0.55,2,0.012096263748801309,7
95,0.55,3,0.0014764243773673393,7
95,0.55,4,0.0001620905505545344,7
95,0.55,5,1.835015919493966e-05,7
95,0.55,6,2.349434141059488e-06,7
95,0.55,7,2.656467173317578e-07,7
95,0.65,0,0.0,7
95,0.65,1,0.11847326273662787,7
95,0.65,2,0.016894781599565464,7
95,0.65,3,0.002437043093220192,7
95,0.65,4,0.00031619890816122695,7
95,0.65,5,4.2305143451253774e-05,7
95,0.65,6,6.401286694035328e-06,7
95,0.65,7,8.553800630670821e-07,7
95,0.75,0,0.0,8
95,0.75,1,0.13669991854226288,8
95,0.75,2,0.02249305242545699,8
95,0.75,3,0.0037437507690569506,8
95,0.75,4,0.0005604695117699225,8
95,0.75,5,8.652322642304679e-05,8
95,0.75,6,1.5106182210454164e-05,8
95,0.75,7,2.3291339770990793e-06,8
95,0.75,8,4.835772148799669e-07,8
95,0.85,0,0.0,9
95,0.85,1,0.154926574347898,9
95,0.85,2,0.02889107622647588,9
95,0.85,3,0.005449791860259778,9
95,0.85,4,0.0009246612166427222,9
95,0.85,5,0.00016177857935718593,9
95,0.85,6,3.201110697890509e-05,9
95,0.85,7,5.593686301453085e-06,9
95,0.85,8,1.3162158861920736e-06,9
95,0.85,9,1.9919345544284345e-07,9
95,0.95,0,0.0,9
95,0.95,1,0.173153230153533,9
95,0.95,2,0.0360888530026221,9
95,0.95,3,0.007608410822210812,9
95,0.95,4,0.0014427841430789557,9
95,0.95,5,0.00028212684697664654,9
95,0.95,6,6.239198030291368e-05,9
95,0.95,7,1.2185149562245028e-05,9
95,0.95,8,3.204531646554612e-06,9
95,0.95,9,5.420223334780261e-07,9
100,0.15,0,0.0,5
100,0.15,1,0.02503963141547981,5
100,0.15,2,0.0009356323929454249,5
100,0.15,3,3.31516142191169e-05,5
100,0.15,4,1.0083560341676845e-06,5
100,0.15,5,3.226325176637623e-08,5
100,0.25,0,0.0,5
100,0.25,1,0.04173271902579968,5
100,0.25,2,0.002598978869292841,5
100,0.25,3,0.0001534796954588951,5
100,0.25,4,7.780524955088713e-06,5
100,0.25,5,4.149080732058358e-07,5
100,0.35,0,0.0,6
100,0.35,1,0.05842580663611954,6
100,0.35,2,0.005093998583813956,6
100,0.35,3,0.0004211482843391647,6
100,0.35,4,2.9889664667447774e-05,6
100,0.35,5,2.231475195619073e-06,6
100,0.35,6,1.6204278350737122e-07,6
100,0.45,0,0.0,6
100,0.45,1,0.07511889424643942,6
100,0.45,2,0.00842069153650878,6
100,0.45,3,0.0008950935839161841,6
100,0.45,4,8.167683876844634e-05,6
100,0.45,5,7.839970180610265e-06,6
100,0.45,6,7.319754432213305e-07,6
100,0.55,0,0.0,7
100,0.55,1,0.09181198185675928,7
100,0.55,2,0.012579057727377324,7
100,0.55,3,0.0016342517972461725,7
100,0.55,4,0.00018226346538775546,7
100,0.55,5,2.138283523106521e-05,7
100,0.55,6,2.4400434820402717e-06,7
100,0.55,7,2.834670058534869e-07,7
100,0.65,0,0.0,7
100,0.65,1,0.10850506946707916,7
100,0.65,2,0.017569097156419605,7
100,0.65,3,0.0026975591273852946,7
100,0.65,4,0.0003555513171873024,7
100,0.65,5,4.9296788231325585e-05,7
100,0.65,6,6.648161615443841e-06,7
100,0.65,7,9.12761233300835e-07,7
100,0.75,0,0.0,8
100,0.75,1,0.12519815707739904,8
100,0.75,2,0.02339080982363554,8
100,0.75,3,0.0041439517773898295,8
100,0.75,4,0.00063022252136157,8
100,0.75,5,0.00010082266178780639,8
100,0.75,6,1.5688774074322683e-05,8
100,0.75,7,2.4853784807016277e-06,8
100,0.75,8,4.2331883903182904e-07,8
100,0.85,0,0.0,9
100,0.85,1,0.1418912446877189,9
100,0.85,2,0.03004419572902519,9
100,0.85,3,0.006032365950315857,9
100,0.85,4,0.0010397395596373126,9
100,0.85,5,0.00018851524226904618,9
100,0.85,6,3.3245661826691864e-05,9
100,0.85,7,5.968925659876299e-06,9
100,0.85,8,1.1522027169993607e-06,9
100,0.85,9,1.9751055122842198e-07,9
100,0.95,0,0.0,9
100,0.95,1,0.15858433229803875,9
100,0.95,2,0.0375292548725886,9
100,0.95,3,0.00842173784921974,9
100,0.95,4,0.0016223452682737416,9
100,0.95,5,0.00032875310884626814,9
100,0.95,6,6.479821766908547e-05,9
100,0.95,7,1.3002561812084507e-05,9
100,0.95,8,2.8052161569333198e-06,9
100,0.95,9,5.37443008080847e-07,9
