num_nodes,damping,iteration,diff,convergence_iteration
25,0.25,4,0.0002849422316673067,7
25,0.25,5,3.0957979600496066e-05,7
25,0.25,6,3.8851861139874155e-06,7
25,0.25,7,5.518326522541139e-07,7
25,0.35,0,0.0,9
25,0.35,1,0.16621999999999998,9
25,0.35,2,0.031811010000000015,9
25,0.35,3,0.006915923346111089,9
25,0.35,4,0.0010946340771730949,9
25,0.35,5,0.00016649944420653665,9
25,0.35,6,2.9253648711712738e-05,9
25,0.35,7,5.817061349215613e-06,9
25,0.35,8,1.3138478773648543e-06,9
25,0.35,9,1.8967752649090563e-07,9
25,0.45,0,0.0,10
25,0.45,1,0.21371142857142858,10
25,0.45,2,0.05258554714285715,10
25,0.45,3,0.014698857490714288,10
25,0.45,4,0.0029912095711506076,10
25,0.45,5,0.0005849720759774218,10
25,0.45,6,0.0001321438203895492,10
25,0.45,7,3.378430040020669e-05,10
25,0.45,8,9.8107190540965e-06,10
25,0.45,9,1.8210258146619807e-06,10
25,0.45,10,4.2375512870895804e-07,10
25,0.55,0,0.0,12
25,0.55,1,0.2612028571428572,12
25,0.55,2,0.07855371857142857,12
25,0.55,3,0.026837008669603184,12
25,0.55,4,0.006674942742145435,12
25,0.55,5,0.0015954603432444814,12
25,0.55,6,0.00044050202862241927,12
25,0.55,7,0.00013764681289256744,12
25,0.55,8,4.8854238125149024e-05,12
25,0.55,9,1.1083264145391597e-05,12
25,0.55,10,3.15222148431632e-06,12
25,0.55,11,1.0324101331997404e-06,12
25,0.55,12,2.75174285888774e-07,12
25,0.65,0,0.0,13
25,0.65,1,0.3086942857142857,13
25,0.65,2,0.10971552428571428,13
25,0.65,3,0.04429820289039678,13
25,0.65,4,0.013021176125839435,13
25,0.65,5,0.003678233958337822,13
25,0.65,6,0.001200195283296901,13
25,0.65,7,0.00044322151115647537,13
25,0.65,8,0.0001859120681345361,13
25,0.65,9,4.9845239624833615e-05,13
25,0.65,10,1.6754188454856656e-05,13
25,0.65,11,6.484994277078382e-06,13
25,0.65,12,2.042752985292884e-06,13
25,0.65,13,6.607354575451085e-07,13
25,0.75,0,0.0,15
25,0.75,1,0.35618571428571427,15
25,0.75,2,0.14607096428571423,15
25,0.75,3,0.06805026616071425,15
25,0.75,4,0.02308032076505102,15
25,0.75,5,0.007522789042919677,15
25,0.75,6,0.0028323006770732614,15
25,0.75,7,0.0012068580104091856,15
25,0.75,8,0.000584104881954442,15
25,0.75,9,0.0001806986254257667,15
25,0.75,10,7.008135072053556e-05,15
25,0.75,11,3.129944029139908e-05,15
25,0.75,12,1.137603016137037e-05,15
25,0.75,13,4.245710726786395e-06,15
25,0.75,14,1.5944252274580073e-06,15
25,0.75,15,7.125664055820935e-07,15
25,0.85,0,0.0,17
25,0.85,1,0.40367714285714285,17
25,0.85,2,0.1876200385714286,17
25,0.85,3,0.09906102448817462,17
25,0.85,4,0.03807785620973486,17
25,0.85,5,0.014065889293317205,17
25,0.85,6,0.006001852665819651,17
25,0.85,7,0.002898409961354032,17
25,0.85,8,0.0015898352964704814,17
25,0.85,9,0.0005574087859010098,17
25,0.85,10,0.0002450073352671285,17
25,0.85,11,0.00012401404034893815,17
25,0.85,12,5.108373963497864e-05,17
25,0.85,13,2.1607275592500086e-05,17
25,0.85,14,9.19626399118259e-06,17
25,0.85,15,4.657901262698078e-06,17
25,0.85,16,1.8298991503358508e-06,17
25,0.85,17,7.392781330058107e-07,17
25,0.95,0,0.0,20
25,0.95,1,0.4511685714285714,20
25,0.95,2,0.23436274714285718,20
25,0.95,3,0.13829830388039685,20
25,0.95,4,0.059414330516981986,20
25,0.95,5,0.024529607145855878,20
25,0.95,6,0.011698048229118947,20
25,0.95,7,0.006313825439725203,20
25,0.95,8,0.0038707005240340674,20
25,0.95,9,0.0015167567137330754,20
25,0.95,10,0.0007451194201705796,20
25,0.95,11,0.000421524024745816,20
25,0.95,12,0.00019406125587208452,20
25,0.95,13,9.174044569435456e-05,20
25,0.95,14,4.363921641764058e-05,20
25,0.95,15,2.470361280942565e-05,20
25,0.95,16,1.0846809896639456e-05,20
25,0.95,17,4.8976462474186605e-06,20
25,0.95,18,2.6111908679304213e-06,20
25,0.95,19,1.4644299864401827e-06,20
25,0.95,20,6.215141501921678e-07,20
35,0.15,0,0.0,5
35,0.15,1,0.05111394557823128,5
35,0.15,2,0.003539720703757677,5
35,0.15,3,0.00016530391583683204,5
35,0.15,4,7.820166957474284e-06,5
35,0.15,5,4.0982427024910395e-07,5
35,0.25,0,0.0,6
35,0.25,1,0.08518990929705218,6
35,0.25,2,0.009832557510438045,6
35,0.25,3,0.000765295906651909,6
35,0.25,4,6.034079442500742e-05,6
35,0.25,5,5.2703738457442195e-06,6
35,0.25,6,5.874423810482698e-07,6
35,0.35,0,0.0,7
35,0.35,1,0.119265873015873,7
35,0.35,2,0.019271812720458536,7
35,0.35,3,0.002099971967852835,7
35,0.35,4,0.00023180519586307735,7
35,0.35,5,2.83453354321464e-05,7
35,0.35,6,4.4231685561550715e-06,7
35,0.35,7,4.505633694924793e-07,7
35,0.45,0,0.0,8
35,0.45,1,0.1533418367346939,8
35,0.45,2,0.03185748633381926,8
35,0.45,3,0.004463205727593966,8
35,0.45,4,0.0006334335235558194,8
35,0.45,5,9.958729766968225e-05,8
35,0.45,6,1.9980221852049923e-05,8
35,0.45,7,2.6167797294827932e-06,8
35,0.45,8,3.612558872011229e-07,8
35,0.55,0,0.0,9
35,0.55,1,0.18741780045351478,9
35,0.55,2,0.04758957835052016,9
35,0.55,3,0.008148870814029603,9
35,0.55,4,0.0014135193138821306,9
35,0.55,5,0.00027161567303420064,9
35,0.55,6,6.660416077117204e-05,9
35,0.55,7,1.0661502104263032e-05,9
35,0.55,8,1.7989385936237334e-06,9
35,0.55,9,4.357295084987667e-07,9
35,0.65,0,0.0,10
35,0.65,1,0.2214937641723356,10
35,0.65,2,0.06646808877056117,10
35,0.65,3,0.013450840855314087,10
35,0.65,4,0.002757429487315619,10
35,0.65,5,0.0006261929332191992,10
35,0.65,6,0.000181470219003289,10
35,0.65,7,3.432994178752605e-05,10
35,0.65,8,6.845760106378995e-06,10
35,0.65,9,1.959625023615491e-06,10
35,0.65,10,4.1900799754857054e-07,10
35,0.75,0,0.0,11
35,0.75,1,0.25556972789115645,11
35,0.75,2,0.08849301759394233,11
35,0.75,3,0.020662989479601736,11
35,0.75,4,0.004887604348424491,11
35,0.75,5,0.0012807008445172331,11
35,0.75,6,0.00042824549579954276,11
35,0.75,7,9.347778526159166e-05,11
35,0.75,8,2.1508242788983306e-05,11
35,0.75,9,7.104019376452664e-06,11
35,0.75,10,1.7526749510523437e-06,11
35,0.75,11,4.428673553782958e-07,11
35,0.85,0,0.0,12
35,0.85,1,0.2896456916099774,12
35,0.85,2,0.11366436482066368,12
35,0.85,3,0.030079190315046894,12
35,0.85,4,0.008063557585871815,12
35,0.85,5,0.0023946167032015808,12
35,0.85,6,0.0009074835844214754,12
35,0.85,7,0.00022449777988026512,12
35,0.85,8,5.854182118203953e-05,12
35,0.85,9,2.1914072707121188e-05,12
35,0.85,10,6.127424984391297e-06,12
35,0.85,11,1.7547205179973407e-06,12
35,0.85,12,4.658021099529508e-07,12
35,0.95,0,0.0,13
35,0.95,1,0.3237216553287982,13
35,0.95,2,0.14198213045072527,13
35,0.95,3,0.04199331698980392,13
35,0.95,4,0.012581876272415436,13
35,0.95,5,0.004175989570908064,13
35,0.95,6,0.001768751638665281,13
35,0.95,7,0.0004890404782861412,13
35,0.95,8,0.0001425291402388307,13
35,0.95,9,5.9630055615371436e-05,13
35,0.95,10,1.8634802695076218e-05,13
35,0.95,11,5.964299308183936e-06,13
35,0.95,12,1.7695286814601446e-06,13
35,0.95,13,5.597166454528527e-07,13
45,0.15,0,0.0,5
45,0.15,1,0.03796098019627431,5
45,0.15,2,0.00204301741124506,5
45,0.15,3,9.95190372652631e-05,5
45,0.15,4,5.22739776651418e-06,5
45,0.15,5,2.7122538252474793e-07,5
45,0.25,0,0.0,6
45,0.25,1,0.06326830032712384,6
45,0.25,2,0.005675048364569599,6
45,0.25,3,0.000460736283635417,6
45,0.25,4,4.033485930946684e-05,6
45,0.25,5,3.48798074240389e-06,6
45,0.25,6,2.4663812012853947e-07,6
45,0.35,0,0.0,7
45,0.35,1,0.0885756204579734,7
45,0.35,2,0.011123094794556459,7
45,0.35,3,0.0012642603622955544,7
45,0.35,4,0.00015495039552317416,7
45,0.35,5,1.8759197548092604e-05,7
45,0.35,6,1.8570706045370478e-06,7
45,0.35,7,2.112178229818351e-07,7
45,0.45,0,0.0,8
45,0.45,1,0.11388294058882291,8
45,0.45,2,0.018387156701205585,8
45,0.45,3,0.0026870140061616993,8
45,0.45,4,0.00042341921908682807,8
45,0.45,5,6.59077679547853e-05,8
45,0.45,6,8.388710989019194e-06,8
45,0.45,7,1.2267098373174024e-06,8
45,0.45,8,1.7057242663112704e-07,8
45,0.55,0,0.0,8
45,0.55,1,0.1391902607196725,8
45,0.55,2,0.02746723408451697,8
45,0.55,3,0.004905919948149876,8
45,0.55,4,0.0009448682802393922,8
45,0.55,5,0.00017975769169484117,8
45,0.55,6,2.796380638383361e-05,8
45,0.55,7,4.997963475595821e-06,8
45,0.55,8,8.49396043405351e-07,8
45,0.65,0,0.0,9
45,0.65,1,0.16449758085052205,9
45,0.65,2,0.038363326944490656,9
45,0.65,3,0.008097900921175983,9
45,0.65,4,0.0018432062667793642,9
45,0.65,5,0.00041442010681366943,9
45,0.65,6,7.61904062732046e-05,9
45,0.65,7,1.609339786222408e-05,9
45,0.65,8,3.2323290907118607e-06,9
45,0.65,9,6.878082090700649e-07,9
45,0.75,0,0.0,10
45,0.75,1,0.18980490098137157,10
45,0.75,2,0.05107543528112664,10
45,0.75,3,0.012439879658156128,10
45,0.75,4,0.0032671236040652148,10
45,0.75,5,0.0008475793204062963,10
45,0.75,6,0.00017979918957962762,10
45,0.75,7,4.382108186496217e-05,10
45,0.75,8,1.0155441875832338e-05,10
45,0.75,9,2.4934376656841895e-06,10
45,0.75,10,7.064717154389027e-07,10
45,0.85,0,0.0,11
45,0.85,1,0.2151122211122211,11
45,0.85,2,0.06560355909442489,11
45,0.85,3,0.018108778892006235,11
45,0.85,4,0.005390092455014879,11
45,0.85,5,0.001584778839353554,11
45,0.85,6,0.0003810076571410196,11
45,0.85,7,0.00010524142782276577,11
45,0.85,8,2.7641405583579e-05,11
45,0.85,9,7.6916139161963e-06,11
45,0.85,10,2.469854685422865e-06,11
45,0.85,11,7.43646044973692e-07,11
45,0.95,0,0.0,12
45,0.95,1,0.24041954124307063,12
45,0.95,2,0.08194769838438538,12
45,0.95,3,0.02528152135564236,12
45,0.95,4,0.008410366720106328,12
45,0.95,5,0.0027637074010584475,12
45,0.95,6,0.000742611689600858,12
45,0.95,7,0.00022925535488773664,12
45,0.95,8,6.72972875335083e-05,12
45,0.95,9,2.092953563330273e-05,12
45,0.95,10,7.511353442122767e-06,12
45,0.95,11,2.527654715357014e-06,12
45,0.95,12,8.110509308739688e-07,12
55,0.15,0,0.0,5
55,0.15,1,0.03383500990987621,5
55,0.15,2,0.0012393836891504278,5
55,0.15,3,5.3336518256001664e-05,5
55,0.15,4,2.062674082790178e-06,5
55,0.15,5,9.683304121738123e-08,5
55,0.25,0,0.0,6
55,0.25,1,0.05639168318312704,6
55,0.25,2,0.0034427324698623335,6
55,0.25,3,0.00024692832525923317,6
55,0.25,4,1.5915695083228848e-05,6
55,0.25,5,1.2452808799898185e-06,6
55,0.25,6,9.085660326868528e-08,6
55,0.35,0,0.0,6
55,0.35,1,0.07894835645637786,6
55,0.35,2,0.006747755640930169,6
55,0.35,3,0.0006775713245113502,6
55,0.35,4,6.114173423170909e-05,6
55,0.35,5,6.697419440135355e-06,6
55,0.35,6,6.841080650975967e-07,6
55,0.45,0,0.0,7
55,0.45,1,0.10150502972962866,7
55,0.45,2,0.011154453202353977,7
55,0.45,3,0.0014400859929119148,7
55,0.45,4,0.00016707660070566788,7
55,0.45,5,2.353042901889757e-05,7
55,0.45,6,3.0902351420020874e-06,7
55,0.45,7,4.479750713749786e-07,7
55,0.55,0,0.0,8
55,0.55,1,0.12406170300287946,8
55,0.55,2,0.0166628251541337,8
55,0.55,3,0.00262929280736046,8
55,0.55,4,0.00037283470674161906,8
55,0.55,5,6.417719392235073e-05,8
55,0.55,6,1.0301312955554587e-05,8
55,0.55,7,1.8251773782913122e-06,8
55,0.55,8,3.0880256606316547e-07,8
55,0.65,0,0.0,9
55,0.65,1,0.14661837627613025,9
55,0.65,2,0.023272871496269436,9
55,0.65,3,0.004340012244756539,9
55,0.65,4,0.0007273090676352349,9
55,0.65,5,0.00014795650361065261,9
55,0.65,6,2.8067038101221506e-05,9
55,0.65,7,5.8770548968262865e-06,9
55,0.65,8,1.1751308770825697e-06,9
55,0.65,9,2.2207707139378086e-07,9
55,0.75,0,0.0,9
55,0.75,1,0.16917504954938112,9
55,0.75,2,0.030984592228761078,9
55,0.75,3,0.006667064781999679,9
55,0.75,4,0.0012891713017413441,9
55,0.75,5,0.00030260325384369804,9
55,0.75,6,6.623446377757372e-05,9
55,0.75,7,1.6002767467993007e-05,9
55,0.75,8,3.6920663038404744e-06,9
55,0.75,9,8.050722966057577e-07,9
55,0.85,0,0.0,10
55,0.85,1,0.1917317228226319,10
55,0.85,2,0.03979798735160864,10
55,0.85,3,0.009705270895989444,10
55,0.85,4,0.0021268716304738006,10
55,0.85,5,0.0005657986478257923,10
55,0.85,6,0.00014035568194097937,10
55,0.85,7,3.843250841313768e-05,10
55,0.85,8,1.004918381623636e-05,10
55,0.85,9,2.4834409798994705e-06,10
55,0.85,10,7.682095877672296e-07,10
55,0.95,0,0.0,11
55,0.95,1,0.21428839609588277,11
55,0.95,2,0.04971305686481221,11
55,0.95,3,0.013549451063625411,11
55,0.95,4,0.003318638878305748,11
55,0.95,5,0.0009867003973518026,11
55,0.95,6,0.0002735634524864243,11
55,0.95,7,8.372043726274404e-05,11
55,0.95,8,2.4466296068585344e-05,11
55,0.95,9,6.757654121617579e-06,11
55,0.95,10,2.336288756323024e-06,11
55,0.95,11,6.409921374274374e-07,11
65,0.15,0,0.0,5
65,0.15,1,0.026666843099743792,5
65,0.15,2,0.0011748729704642927,5
65,0.15,3,4.70031844982538e-05,5
65,0.15,4,2.4030598129408387e-06,5
65,0.15,5,1.004271438214549e-07,5
65,0.25,0,0.0,6
65,0.25,1,0.04444473849957298,6
65,0.25,2,0.0032635360290674906,6
65,0.25,3,0.00021760733564005728,6
65,0.25,4,1.8542128186216714e-05,6
65,0.25,5,1.291501334968817e-06,6
65,0.25,6,9.231738661713562e-08,6
65,0.35,0,0.0,6
65,0.35,1,0.06222263389940216,6
65,0.35,2,0.006396530616972283,6
65,0.35,3,0.0005971145289963425,6
65,0.35,4,7.123143964021111e-05,6
65,0.35,5,6.946004139639014e-06,6
65,0.35,6,6.951070858386699e-07,6
65,0.45,0,0.0,7
65,0.45,1,0.08000052929923138,7
65,0.45,2,0.010573856734178664,7
65,0.45,3,0.0012690859814528787,7
65,0.45,4,0.0001946478448477465,7
65,0.45,5,2.4403795944616738e-05,7
65,0.45,6,3.139919632150906e-06,7
65,0.45,7,3.44377848954594e-07,7
65,0.55,0,0.0,8
65,0.55,1,0.09777842469906056,8
65,0.55,2,0.01579551438068664,8
65,0.55,3,0.0023170829098954626,8
65,0.55,4,0.0004343604780393164,8
65,0.55,5,6.655922607792276e-05,8
65,0.55,6,1.0466936430249957e-05,8
65,0.55,7,1.4030929390285163e-06,8
65,0.55,8,1.5813418671045687e-07,8
65,0.65,0,0.0,8
65,0.65,1,0.11555632009888978,8
65,0.65,2,0.022061503556496245,8
65,0.65,3,0.0038246665312098357,8
65,0.65,4,0.0008473307570030144,8
65,0.65,5,0.0001534481296492727,8
65,0.65,6,2.8518297119885933e-05,8
65,0.65,7,4.517946762847697e-06,8
65,0.65,8,6.017707946167489e-07,8
65,0.75,0,0.0,9
65,0.75,1,0.133334215498719,9
65,0.75,2,0.029371824261607397,9
65,0.75,3,0.005875398062281824,9
65,0.75,4,0.0015019123830845894,9
65,0.75,5,0.0003138348243904906,9
65,0.75,6,6.729937483157186e-05,9
65,0.75,7,1.23020207821508e-05,9
65,0.75,8,1.8906640245723583e-06,9
65,0.75,9,3.415507262936185e-07,9
65,0.85,0,0.0,10
65,0.85,1,0.15111211089854815,10
65,0.85,2,0.037726476496020164,10
65,0.85,3,0.00855283871999721,10
65,0.85,4,0.0024778513411872864,10
65,0.85,5,0.0005867991074957769,10
65,0.85,6,0.0001426123064936155,10
65,0.85,7,2.954473456878541e-05,10
65,0.85,8,5.146069640705672e-06,10
65,0.85,9,1.0535961479010009e-06,10
65,0.85,10,2.404511741920662e-07,10
65,0.95,0,0.0,10
65,0.95,1,0.16889000629837728,10
65,0.95,2,0.04712546025973453,10
65,0.95,3,0.01194054972124179,10
65,0.95,4,0.003866285899772114,10
65,0.95,5,0.0010233232524622451,10
65,0.95,6,0.00027796177819043935,10
65,0.95,7,6.435952788517042e-05,10
65,0.95,8,1.252890440864643e-05,10
